"P_SYS_ID","P_QSTNR_SK","P_QSTNR_TY_CD","P_QSTNR_OCC_DT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1172249,1640345,"32",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.021000000 PM,"NMAIER",10-APR-13 03.12.30.021000000 PM
1172249,1640346,"19",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.022000000 PM,"NMAIER",10-APR-13 03.12.30.022000000 PM
1172249,1640347,"31",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.022000000 PM,"NMAIER",10-APR-13 03.12.30.022000000 PM
1172249,1640348,"06",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.022000000 PM,"NMAIER",10-APR-13 03.12.30.022000000 PM
1172249,1640349,"30",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.022000000 PM,"NMAIER",10-APR-13 03.12.30.022000000 PM
1172249,1640350,"18",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.023000000 PM,"NMAIER",10-APR-13 03.12.30.023000000 PM
1172249,1640351,"29",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.023000000 PM,"NMAIER",10-APR-13 03.12.30.023000000 PM
1172249,1640352,"17",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.023000000 PM,"NMAIER",10-APR-13 03.12.30.023000000 PM
1172249,1640353,"28",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.024000000 PM,"NMAIER",10-APR-13 03.12.30.024000000 PM
1172249,1640354,"16",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.024000000 PM,"NMAIER",10-APR-13 03.12.30.024000000 PM
1172249,1640355,"02",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.024000000 PM,"NMAIER",10-APR-13 03.12.30.024000000 PM
1172249,1640356,"40",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.024000000 PM,"NMAIER",10-APR-13 03.12.30.024000000 PM
1276801,1640359,"40",01-JAN-00,18,"guestUser",18-JUN-13 08.57.35.698000000 AM,"guestUser",10-APR-13 03.21.12.759000000 PM
1276790,1640360,"36",01-JAN-00,34,"GUESTUSER",18-JUN-14 03.50.45.878000000 PM,"GUESTUSER",10-APR-13 03.23.12.828000000 PM
1276790,1640361,"33",31-DEC-99,34,"GUESTUSER",18-JUN-14 03.50.45.875000000 PM,"GUESTUSER",10-APR-13 03.23.12.828000000 PM
1276799,1640362,"28",01-JAN-00,16,"GUESTUSER",10-APR-13 04.04.07.141000000 PM,"GUESTUSER",10-APR-13 03.24.32.465000000 PM
1276799,1640387,"29",01-JAN-00,13,"GUESTUSER",10-APR-13 04.04.07.140000000 PM,"GUESTUSER",10-APR-13 03.40.44.034000000 PM
1276799,1640388,"30",01-JAN-00,13,"GUESTUSER",10-APR-13 04.04.07.139000000 PM,"GUESTUSER",10-APR-13 03.40.44.034000000 PM
1276799,1640389,"31",01-JAN-00,13,"GUESTUSER",10-APR-13 04.04.07.139000000 PM,"GUESTUSER",10-APR-13 03.40.44.034000000 PM
1276799,1640390,"32",01-JAN-00,13,"GUESTUSER",10-APR-13 04.04.07.138000000 PM,"GUESTUSER",10-APR-13 03.40.44.034000000 PM
1276799,1640391,"07",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.221000000 AM,"guestUser",10-APR-13 03.42.11.308000000 PM
1276799,1640392,"08",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.220000000 AM,"guestUser",10-APR-13 03.42.11.309000000 PM
1276799,1640393,"26",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.220000000 AM,"guestUser",10-APR-13 03.42.11.309000000 PM
1276799,1640394,"25",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.219000000 AM,"guestUser",10-APR-13 03.42.11.309000000 PM
1276799,1640395,"02",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.219000000 AM,"guestUser",10-APR-13 03.42.11.309000000 PM
1276799,1640396,"16",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.218000000 AM,"guestUser",10-APR-13 03.42.11.310000000 PM
1276799,1640397,"17",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.218000000 AM,"guestUser",10-APR-13 03.42.11.310000000 PM
1276799,1640398,"18",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.218000000 AM,"guestUser",10-APR-13 03.42.11.310000000 PM
1276799,1640399,"06",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.217000000 AM,"guestUser",10-APR-13 03.42.11.310000000 PM
1276799,1640400,"19",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.217000000 AM,"guestUser",10-APR-13 03.42.11.310000000 PM
1276799,1640401,"20",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.217000000 AM,"guestUser",10-APR-13 03.42.11.311000000 PM
1276799,1640402,"21",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.220000000 AM,"guestUser",10-APR-13 03.42.11.311000000 PM
1276799,1640403,"22",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.220000000 AM,"guestUser",10-APR-13 03.42.11.312000000 PM
1276799,1640404,"23",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.219000000 AM,"guestUser",10-APR-13 03.42.11.312000000 PM
1276799,1640405,"24",01-JAN-00,41,"guestUser",06-AUG-13 09.44.17.219000000 AM,"guestUser",10-APR-13 03.42.11.312000000 PM
1276801,1640406,"36",01-JAN-00,15,"GUESTUSER",18-JUN-13 08.57.35.696000000 AM,"GUESTUSER",10-APR-13 03.50.31.266000000 PM
1276807,1640550,"28",01-JAN-00,25,"GUESTUSER",24-APR-13 09.33.51.788000000 AM,"GUESTUSER",11-APR-13 11.04.25.918000000 AM
1276810,1640598,"40",01-JAN-00,110,"guestUser",26-JUN-13 07.57.10.283000000 AM,"guestUser",11-APR-13 12.09.08.054000000 PM
1276812,1640628,"07",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.876000000 AM,"guestUser",11-APR-13 01.40.36.808000000 PM
1276812,1640629,"08",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.875000000 AM,"guestUser",11-APR-13 01.40.36.808000000 PM
1276812,1640630,"26",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.874000000 AM,"guestUser",11-APR-13 01.40.36.808000000 PM
1276812,1640631,"25",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.874000000 AM,"guestUser",11-APR-13 01.40.36.809000000 PM
1276812,1640632,"02",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.873000000 AM,"guestUser",11-APR-13 01.40.36.810000000 PM
1276812,1640633,"16",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.873000000 AM,"guestUser",11-APR-13 01.40.36.810000000 PM
1276812,1640634,"17",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.873000000 AM,"guestUser",11-APR-13 01.40.36.810000000 PM
1276812,1640635,"18",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.873000000 AM,"guestUser",11-APR-13 01.40.36.810000000 PM
1276812,1640636,"06",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.876000000 AM,"guestUser",11-APR-13 01.40.36.811000000 PM
1276812,1640637,"19",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.876000000 AM,"guestUser",11-APR-13 01.40.36.811000000 PM
1276812,1640638,"20",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.876000000 AM,"guestUser",11-APR-13 01.40.36.811000000 PM
1276812,1640639,"21",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.875000000 AM,"guestUser",11-APR-13 01.40.36.811000000 PM
1276812,1640640,"22",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.875000000 AM,"guestUser",11-APR-13 01.40.36.812000000 PM
1276812,1640641,"23",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.875000000 AM,"guestUser",11-APR-13 01.40.36.812000000 PM
1276812,1640642,"24",01-JAN-00,7,"guestUser",25-SEP-13 11.14.47.874000000 AM,"guestUser",11-APR-13 01.40.36.812000000 PM
1276815,1640671,"40",01-JAN-00,13,"guestUser",25-OCT-13 04.36.42.886000000 PM,"guestUser",11-APR-13 03.33.01.880000000 PM
1276818,1640703,"40",01-JAN-00,43,"guestUser",03-APR-14 03.03.48.115000000 PM,"guestUser",11-APR-13 04.25.01.897000000 PM
1276819,1640708,"28",01-JAN-00,11,"GUESTUSER",19-APR-13 01.13.06.738000000 PM,"GUESTUSER",11-APR-13 09.40.58.605000000 PM
1276820,1640713,"28",01-JAN-00,7,"GUESTUSER",12-APR-13 09.55.22.227000000 AM,"GUESTUSER",12-APR-13 09.47.07.428000000 AM
1276820,1640714,"29",01-JAN-00,5,"GUESTUSER",12-APR-13 09.55.22.227000000 AM,"GUESTUSER",12-APR-13 09.48.21.349000000 AM
1276820,1640715,"30",01-JAN-00,5,"GUESTUSER",12-APR-13 09.55.22.226000000 AM,"GUESTUSER",12-APR-13 09.48.21.349000000 AM
1276820,1640716,"31",01-JAN-00,5,"GUESTUSER",12-APR-13 09.55.22.226000000 AM,"GUESTUSER",12-APR-13 09.48.21.349000000 AM
1276820,1640717,"32",01-JAN-00,5,"GUESTUSER",12-APR-13 09.55.22.225000000 AM,"GUESTUSER",12-APR-13 09.48.21.349000000 AM
1276821,1640733,"40",01-JAN-00,25,"guestUser",15-APR-13 09.42.07.620000000 AM,"guestUser",12-APR-13 09.50.56.988000000 AM
1276823,1640760,"28",01-JAN-00,6,"GUESTUSER",12-APR-13 10.45.21.330000000 AM,"GUESTUSER",12-APR-13 10.39.06.432000000 AM
1276823,1640761,"29",01-JAN-00,4,"GUESTUSER",12-APR-13 10.45.21.335000000 AM,"GUESTUSER",12-APR-13 10.39.37.023000000 AM
1276823,1640762,"30",01-JAN-00,4,"GUESTUSER",12-APR-13 10.45.21.334000000 AM,"GUESTUSER",12-APR-13 10.39.37.025000000 AM
1276823,1640763,"31",01-JAN-00,4,"GUESTUSER",12-APR-13 10.45.21.334000000 AM,"GUESTUSER",12-APR-13 10.39.37.025000000 AM
1276823,1640764,"32",01-JAN-00,4,"GUESTUSER",12-APR-13 10.45.21.333000000 AM,"GUESTUSER",12-APR-13 10.39.37.025000000 AM
1276824,1640804,"40",01-JAN-00,15,"guestUser",22-MAY-13 02.23.05.340000000 PM,"guestUser",12-APR-13 11.05.48.649000000 AM
1276821,1640806,"34",01-JAN-00,17,"GUESTUSER",15-APR-13 09.42.07.618000000 AM,"GUESTUSER",12-APR-13 11.42.57.029000000 AM
1276821,1640807,"35",01-JAN-00,14,"GUESTUSER",15-APR-13 09.42.07.615000000 AM,"GUESTUSER",12-APR-13 11.47.01.017000000 AM
1276821,1640811,"26",01-JAN-00,19,"GUESTUSER",28-FEB-14 02.01.05.207000000 PM,"GUESTUSER",12-APR-13 12.12.38.316000000 PM
1276821,1640812,"25",01-JAN-00,19,"GUESTUSER",28-FEB-14 02.01.05.206000000 PM,"GUESTUSER",12-APR-13 12.12.38.317000000 PM
1276763,1639544,"38",01-JAN-00,11,"guestUser",05-APR-13 01.47.36.357000000 PM,"guestUser",05-APR-13 12.22.16.192000000 PM
1276763,1639545,"40",01-JAN-00,11,"guestUser",05-APR-13 01.47.36.356000000 PM,"guestUser",05-APR-13 12.22.16.193000000 PM
1276775,1639674,"38",01-JAN-00,17,"guestUser",17-APR-13 08.01.11.144000000 AM,"guestUser",09-APR-13 01.49.37.197000000 PM
1276775,1639675,"40",01-JAN-00,17,"guestUser",17-APR-13 08.01.11.144000000 AM,"guestUser",09-APR-13 01.49.37.197000000 PM
1276775,1639698,"28",31-DEC-99,14,"GUESTUSER",17-APR-13 08.01.11.143000000 AM,"GUESTUSER",09-APR-13 02.09.55.006000000 PM
1276776,1639699,"38",01-JAN-00,15,"guestUser",17-APR-13 08.12.06.666000000 AM,"guestUser",09-APR-13 02.33.05.727000000 PM
1276776,1639700,"40",01-JAN-00,15,"guestUser",17-APR-13 08.12.06.666000000 AM,"guestUser",09-APR-13 02.33.05.727000000 PM
1276777,1639729,"29",01-JAN-00,5,"GUESTUSER",09-APR-13 03.03.59.745000000 PM,"GUESTUSER",09-APR-13 03.01.19.874000000 PM
